kr_technology,kr_date,domain,core_technology,us_technology,us_date,gap_years,match_type,confidence,reason
TPS-880K 차기 국지방공레이더,2017-01,미사일/방공,AESA 레이더,RADAR,1922-09,94.3,data_match,high,"The Korean AESA radar technology matches the US RADAR technology. AESA radars are a type of advanced radar system, which is a core technology domain shared between the two countries."
한국형 발전용 가스터빈,2023-07,육상/지상,한국형 발전용 가스터빈,Synthetic Jet Fuel (SAF) Generation - On-site Production,2022-07,1.0,data_match,high,"The Korean core technology 'Korean-type gas turbine for power generation' is a gas turbine engine, which is a type of aircraft engine. The US technology 'Synthetic Jet Fuel (SAF) Generation - On-site Production' is related to the fuel for jet engines, including gas turbine engines. This is a reasonable match as the technology types are similar."
UAM(도심항공교통) 안전 기술,2025-01,항공/공군,UAM (도심항공교통) 안전 기술,Unmanned Aerial Vehicle (UAV),2023-07,1.5,data_match,high,"The Korean core technology of 'UAM (도심항공교통) 안전 기술' (Urban Air Mobility (UAM) Safety Technology) is related to the US technology of 'Unmanned Aerial Vehicle (UAV)'. Both technologies are focused on the safety and operation of aerial vehicles, which is a reasonable match."
하이브리드 엔진 시스템,,육상/지상,하이브리드 엔진 시스템,Compression-ignition intermittent combustion engine optimization method,2021-07,,data_match,high,"The Korean core technology 'Hybrid Engine System' is a type of engine technology, which matches the US technology 'Compression-ignition intermittent combustion engine optimization method' in the technology type category."
메타구조의 위성통신 빔 조향 기술,,통신/전자,메타구조의 위성통신 빔 조향 기술,AESA radar (Lower-Tier Air & Missile Defense System - LTAMDS),2019-10,,data_match,high,"The Korean core technology of 'satellite communication beam steering' is related to the US technology of AESA radar, which is a type of advanced radar system used in various defense applications including missile defense. Both technologies involve advanced antenna and beam steering capabilities for communication/radar systems."
수소 항공기,2035-06,항공/공군,수소 항공기,eVTOL (electric Vertical Takeoff and Landing vehicles),2021-11,13.6,data_match,high,"The Korean core technology 'Hydrogen Aircraft' is a type of aircraft fuel, and the US technology 'eVTOL (electric Vertical Takeoff and Landing vehicles)' is a type of electric aircraft, which is a reasonable match in the aircraft/aviation domain."
인텔 제온 D 프로세서,,"항공/공군, 우주",인텔 제온 D 프로세서,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,,data_match,high,"The Korean technology 'intelZEON D processor' is described as a SoC (System-on-Chip), operating system, and AI computing system, which falls under the general category of autonomous robotics, AI, and unmanned systems technology represented by the US technology #4."
액체수소 드론,2022-05,우주,액체수소 연료 드론,Electric Vertical Takeoff and Landing (eVTOL) aircraft,2023-10,-1.4,data_match,high,"The Korean defense technology 액체수소 연료 드론 (liquid hydrogen fuel drone) is a type of drone technology, which matches the US technology of Electric Vertical Takeoff and Landing (eVTOL) aircraft, which is also a type of drone or unmanned aerial vehicle technology."
A350-1000 항공기,2022-02,항공/공군,A350-1000 항공기,"High Performance Computing (HPC), Supercomputing, Networking, Storage and Analysis",2016-11,5.2,data_match,high,"The A350-1000 is a large commercial passenger aircraft, which likely requires high-performance computing and supercomputing capabilities for its design, simulation, and analysis. The US technology in this area would be a reasonable match for the Korean core technology."
"엔진(CFM International LEAP-1B), 윙렛(Advanced Technology Winglet), 플랩 서포트 페어링(Flap Support Fairing)",2022-03,항공/공군,"엔진(CFM International LEAP-1B), 윙렛(Advanced Technology Winglet), 플랩 서포트 페어링(Flap Support Fairing)",jet propulsion engine development,2022-03,0.0,data_match,high,"The Korean core technology includes 'engine (CFM International LEAP-1B)', which is a type of jet propulsion engine. The US technology of 'jet propulsion engine development' is a match in terms of the technology type."
MQ-8C 파이어 스카우트,2022-02,해상/해군,MQ-8C 파이어 스카우트,Unmanned reconnaissance aircraft (successor to U-2/SR-71); TR-X concept,2015-09,6.4,data_match,high,"The MQ-8C Fire Scout is an unmanned reconnaissance helicopter, which is a similar type of technology to the US TR-X unmanned reconnaissance aircraft."
바나듐이온배터리 기반 선박용 ESS,2023-06,해상/해군,바나듐이온배터리,"Integrated Oceanographic Mapping System, Seagliders, Expendable Bathythermographs",2011-11,11.6,data_match,high,"The Korean technology 'vanadium-ion battery for ship energy storage system (ESS)' is a type of energy storage system, which can be considered a component of the Integrated Oceanographic Mapping System used in US naval applications."
고고도 통신 시스템(HAPS),,통신/전자,고고도 통신 시스템(HAPS),TacSat-4 Satellite Communications System,2011-05,,data_match,high,"The TacSat-4 Satellite Communications System is a US technology that is related to high-altitude communication systems, which is the domain of the Korean core technology."
"드론 관제 시스템, 드론 배송 플랫폼",2022-01,항공/공군,"드론 관제 시스템, 드론 배송 플랫폼",Unmanned Aerial Vehicle (UAV) remote flight control and autopilot systems,2010-03,11.8,data_match,high,The Korean core technology of 'drone control system' and 'drone delivery platform' is a close match to the US technology of 'Unmanned Aerial Vehicle (UAV) remote flight control and autopilot systems'. Both involve control and management of drone/UAV systems.
천궁-II 미사일 발사대,2022-01,미사일/방공,천궁-II 중거리 지대공 미사일 발사대,"Directed Energy systems (High Energy Laser, High Power Microwave, Electro-optic)",2022-06,-0.4,data_match,high,"The Korean technology 천궁-II 중거리 지대공 미사일 발사대 is a missile launcher system, which can be considered a component or subsystem of a broader directed energy weapons system. The US technology listed as #42 covers a range of directed energy technologies, including high energy laser and high power microwave, which are relevant to missile defense applications."
자율운항선박 기술,2022-01,해상/해군,자율운항선박 기술,Automatic Collision Avoidance System (Auto GCAS) / Automatic Ground Collision Avoidance Technology,2021-07,0.5,data_match,high,"The Korean technology of 'autonomous navigation' matches the US technology of 'Automatic Collision Avoidance System', which is a system that helps avoid collisions for autonomous or unmanned vehicles."
GTF 엔진,2023-03,항공/공군,GTF 엔진,High Performance Computing for Gas Turbine Engine Simulation,2021-08,1.6,data_match,high,"The GTF engine is an aircraft engine, and the US technology for high performance computing for gas turbine engine simulation is a reasonable match for this Korean defense technology."
수상 1인용 개인용 비행체,2021-12,항공/공군,수상 1인용 개인용 비행체,Advanced Urban Air Mobility (AAM) Simulator Facility,2020-12,1.0,data_match,high,"The Korean technology of 'personal flying vehicle' matches the US technology of 'Advanced Urban Air Mobility (AAM) Simulator Facility', as they both involve personal/individual air vehicles."
진동원 능동제어장치 SW,2025-12,항공/공군,진동원 능동제어장치 SW,"Guidance, Navigation, and Control (GNC) systems for space missions; Precision optical systems; Vibration mitigation",2021-04,4.7,data_match,high,"The Korean technology of 'Vibration Control System' is similar to the US technology of 'Guidance, Navigation, and Control (GNC) systems for space missions' which includes vibration mitigation."
RQ-4 글로벌호크 고고도 무인정찰기 운용체계 현대화,2023-01,항공/공군,RQ-4 글로벌호크 고고도 무인정찰기 운용체계 현대화,XQ-58A Valkyrie autonomous aircraft; internal weapons bay payload release system; ALTIUS-600 small unmanned aircraft system (SUAS),2021-03,1.8,data_match,high,"The RQ-4 Global Hawk high-altitude unmanned reconnaissance aircraft system operated by the Korean military is a reasonable match for the XQ-58A Valkyrie and ALTIUS-600 SUAS technologies in the US list, as they are all related to high-altitude unmanned aerial vehicles and reconnaissance systems."
SES-17 통신위성,2022-06,우주,통신위성,Free Space Optical (FSO) technology,2018-06,4.0,data_match,high,"The Korean core technology 'Communication Satellite' is a type of satellite technology, which can be matched to the US technology 'Free Space Optical (FSO) technology' as they are both related to communication and space technology."
비접촉식 광커넥터 기술,2021-11,통신/전자,비접촉식 광커넥터 기술,3D Photonic Crystals / Optical Photonic Circuits,2020-09,1.2,data_match,high,"The Korean technology 'non-contact optical connector technology' is a type of optical communication technology, which can be matched to the US technology '3D Photonic Crystals / Optical Photonic Circuits' as they are both in the domain of optical/photonic communication systems."
도심항공교통(UAM),2025-01,항공/공군,도심항공교통(UAM),Ultra Long-Endurance Unmanned Air System (ULTRA),,,data_match,high,"The Korean core technology 'Urban Air Mobility (UAM)' is a new type of air transportation system, which is similar in concept to the US technology 'Ultra Long-Endurance Unmanned Air System (ULTRA)'. Both are focused on developing advanced aerial vehicles for urban and military transportation needs."
도심항공교통(UAM),,항공/공군,도심항공교통(UAM),Electric Vertical Takeoff and Landing (eVTOL) Aircraft - Heaviside,2021-05,,data_match,high,"The Korean core technology 도심항공교통(UAM) is related to Urban Air Mobility, which is a type of electric vertical takeoff and landing (eVTOL) aircraft technology. The US technology 'Electric Vertical Takeoff and Landing (eVTOL) Aircraft - Heaviside' is a closely related technology."
"['한국형 위성항법시스템(KPS)', '수소연료전지 기반 대형 카고드론', '장사정포 요격체계']",2022-06,미사일/방공,"['한국형 위성항법시스템(KPS)', '수소연료전지 기반 대형 카고드론', '장사정포 요격체계']",Missile Defense Systems,2017-06,5.0,data_match,high,"The 'Korean core technology' of '장사정포 요격체계' (Long-range artillery interceptor system) is a type of missile defense system, which matches the 'Missile Defense Systems' in the US technology list."
"['Enhanced Vision System (EVS-3600)', 'ISR solutions', 'C-130 modernization options', 'Next-generation ejection seats']",,항공/공군,Enhanced Vision System (EVS-3600),Image Converter Tube (Far Ultraviolet Instrumentation),2013-02,,data_match,high,"The Enhanced Vision System (EVS-3600) is a sensor technology for aviation/air force applications, which is similar in type to the Image Converter Tube (Far Ultraviolet Instrumentation) technology in the US technology list. Both are sensor technologies for aviation/aerospace applications, even though they may have different specific capabilities."
"LiFi, HCTRS(High Capacity Trunk Radio System)",,통신/전자,LiFi,Ultraviolet (UV) Communication Systems,2020-08,,data_match,high,"Both LiFi and UV Communication Systems are wireless communication technologies, falling under the 'wireless communication' technology type and 'communication/electronics' domain."
양면발전 태양광 기술,2020-05,기타,양면발전 태양광 기술,Space Solar Power (SSP) / Solar cells for space-based power transmission,2021-06,-1.1,data_match,high,"The Korean technology of 'double-sided solar power' is a type of solar power technology, which is similar to the US technology of 'Space Solar Power' that focuses on solar cells for space-based power transmission."
3D 디지털 설계 (3D EXPERIENCE) 플랫폼,2021-10,항공/공군,3D 디지털 설계 (3D EXPERIENCE) 플랫폼,"SARA (Scalable, Adaptive and Resilient Autonomy) - autonomous vehicle software suite",2021-06,0.3,data_match,high,"The 3D digital design (3D EXPERIENCE) platform is a digital design/collaboration platform for the aviation/air force domain, which is similar to the SARA autonomous vehicle software suite that can be applied to various autonomous systems, including those used in aviation and aerospace applications."
LiFi (Light Fidelity),2022-12,통신/전자,LiFi (Light Fidelity),Quantum Secure Networks / Quantum Repeater Architecture,2019-10,3.2,data_match,high,"LiFi is a wireless communication technology that uses visible light to transmit data, similar to quantum secure networks that use quantum mechanics for secure communication. Both are advanced communication technologies."
플레아데스 네오 군집 위성,,우주,플레아데스 네오 군집 위성,"CubeSat nano-satellite platform (QbX) with tracking, telemetry and command (TTC) radio system",2010-12,,data_match,high,"The Pleiades Neo cluster satellite from Korea appears to be a satellite system, which matches the CubeSat nano-satellite platform from the US technology list. Both are satellite technologies, even though the specific details may differ."
C-DOME,2021-10,미사일/방공,C-DOME,NASAMS MKII (National Advanced Surface-to-Air Missile System Mark II),,,data_match,high,"The C-DOME is a South Korean surface-to-air missile system, and the NASAMS MKII is a similar US technology that is a medium-range air defense missile system. They are both in the same technology type of 'missile/air defense' domain."
B-52 전략폭격기 엔진 교체,2038-09,항공/공군,B-52 전략폭격기 엔진 교체,Variable-geometry turbine engine rotor blade adjustment system,2020-12,17.8,data_match,high,"The Korean technology is for replacing the engines of the B-52 strategic bomber, which is a turbine engine. The US technology for a variable-geometry turbine engine rotor blade adjustment system is a reasonable match as it involves turbine engine technology."
F-5E/F 전투기 개량,2021-09,항공/공군,F-5E/F 전투기 개량,F-16 fighter aircraft,2024-02,-2.4,data_match,high,"The F-5E/F fighter upgrade is a technology related to improving the capabilities of an existing aircraft, which matches the F-16 fighter aircraft in the US technology list."
축방향 자속 전기 모터,,항공/우주,축방향 자속 전기 모터 (axial-flux motor),Electric Aircraft Propulsion System,2024-04,,data_match,high,"The 'axial-flux motor' is a type of electric motor that can be used in electric aircraft propulsion systems, which is a matching technology type."
드론봇 전투체계,,육상/지상,드론봇 전투체계,Artificial Intelligence and Autonomy Systems,2021-05,,data_match,high,"The Korean 'dronebot combat system' technology seems to be a type of unmanned/autonomous military system, which can be reasonably matched with the US 'Artificial Intelligence and Autonomy Systems' technology. Both cover the broad domain of autonomous and intelligent military systems."
개인전장가시화체계,2024-06,통신/전자,개인전장가시화체계,Internet of Things (IoT) integration for military command and control systems,2021-02,3.3,data_match,high,"The Korean technology 'personal battlefield visualization system' is a communication system, which is related to the US technology 'Internet of Things (IoT) integration for military command and control systems' as they both involve communication and integration of various systems."
"['군 전력 첨단화', '국방 ICT R&D', '디지털 인재양성', 'DNA(Data, Network, AI) 신기술', '5G 이동통신', '국방 통합 데이터센터', '인공지능(AI)·소프트웨어(SW) 교육']",,통신/전자,"DNA(Data, Network, AI) 신기술","Artificial Intelligence, Autonomous Systems, Hypersonic Technologies, Unmanned Vehicles, Quantum Information Science",2024-04,,data_match,high,"This US technology covers a broad range of advanced technologies, including artificial intelligence, autonomous systems, and quantum information science, which could be considered a good match for the Korean core technology of DNA (Data, Network, AI)."
통신 및 정밀 측위 시스템,,통신/전자,통신 및 정밀 측위 시스템,"PNT AgilePod (Position, Navigation, and Timing alternative system)",2021-11,,data_match,high,"The PNT AgilePod is a US technology that provides position, navigation, and timing (PNT) capabilities, which is similar to the Korean core technology of communication and precision positioning system."
"GE LM2500, GE LM500 가스터빈 엔진",1981-06,해상/해군,가스터빈 엔진,Littoral Combat Ship,2022-02,-40.7,data_match,high,"The Korean core technology 'gas turbine engine' is a type of engine, which matches the 'Littoral Combat Ship' US technology, which is a naval platform that likely uses gas turbine engines."
"하이브리드 추진시스템, 통합식 전기추진 시스템",2021-08,해상/해군,하이브리드 추진시스템,Fuel cell-powered unmanned aerial system (UAS) with submerged launch capability,2013-12,7.7,data_match,high,"Both technologies are related to propulsion/engine systems, specifically hybrid or fuel cell-powered systems for naval/maritime applications."
도심항공교통(UAM),2025-01,항공/공군,도심항공교통(UAM),Uncrewed Aircraft System Traffic Management (UTM) / Collaborative Low-Altitude UAS Integration Effort (CLUE),2023-06,1.6,data_match,high,"The Korean core technology 도심항공교통(UAM) is a traffic management system for urban air mobility, which is similar in concept to the US technology Uncrewed Aircraft System Traffic Management (UTM) and the Collaborative Low-Altitude UAS Integration Effort (CLUE) for managing low-altitude airspace and unmanned aerial systems."
"['유탄발사드론', '소형모듈화드론']",2022-06,항공/공군,"유탄발사기술, 모듈 소형화 기술",Digital Drone Technology / Autonomous Systems,2021-06,1.0,data_match,high,"The Korean defense technology of 'drone miniaturization technology' matches the US technology of 'Digital Drone Technology / Autonomous Systems', as they both cover drone and autonomous system technologies."
AI 기반 자동차 수리비 자동견적 시스템 'AOS 알파',2020-01,기타,AI 기반 자동차 수리비 자동견적 시스템 'AOS 알파',AI algorithms for autonomous systems / Self-driving vehicle software,2022-11,-2.8,data_match,high,"The Korean 'AOS Alpha' system uses AI to automatically estimate car repair costs, which is similar to the AI algorithms for autonomous systems and self-driving vehicle software developed in the US."
공중발사체,,우주,공중발사체,satellite,2025-01,,data_match,high,"Both the Korean 공중발사체 (air-launched vehicle) and the US satellite technology are in the space/aerospace domain, involving the launch and operation of payloads in space."
선박용 고안전성 에너지저장장치(ESS),2024-06,해상/해군,선박용 고안전성 에너지저장장치(ESS),Hybrid-electric and electric-drive propulsion systems for naval vessels,2021-09,2.8,data_match,high,"The Korean technology 선박용 고안전성 에너지저장장치(ESS) is an energy storage system for ships, which is a component of a hybrid-electric or electric-drive propulsion system for naval vessels. The US technology 35 is a direct match in terms of the technology type and domain."
선박 자율운항 기술,2022-06,해상/해군,선박 자율운항 기술,Autonomous Systems Research Laboratory,2010-04,12.2,data_match,high,"The Korean technology of 'ship autonomous navigation technology' is a type of autonomous system, which matches the US technology of the 'Autonomous Systems Research Laboratory' that focuses on autonomous systems research."
"['소해헬기', '상륙공격헬기', '수직이착륙 무인기 NI-600VT']",,해상/해군,해상 무기체계,Electric Vertical Takeoff and Landing (eVTOL) aircraft; Autonomous technology,2023-07,,data_match,high,The 'vertical takeoff and landing' and 'autonomous' aspects of the US technology match the 'vertical takeoff and landing unmanned aerial vehicle NI-600VT' in the Korean technology list.
"위성 안테나, 저궤도 위성통신, 에어모빌리티",2021-05,통신/전자,"메타구조, 반도체칩 안테나","satellites, electronic warfare systems",2016-01,5.3,data_match,high,"The Korean core technology of 'metagregorys' and 'semiconductor chip antennas' for satellite antennas and low-orbit satellite communications is similar to the US technology of 'satellites, electronic warfare systems' which covers a range of satellite and communications technologies."
수소연료전지 기반 200kg급 카고 드론,2025-06,항공/공군,수소연료전지,Electric and hybrid aircraft,2024-06,1.0,data_match,high,"Both technologies are related to aircraft/aerospace, specifically electric/hydrogen-powered vehicles."
수소 파워팩 드론,2021-11,항공/공군,수소 연료전지,Synthetic Jet Fuel (SAF) Generation - On-site Production,2022-07,-0.7,data_match,high,"Both technologies are related to fuel cells/fuel systems, which are critical components for drone/aircraft propulsion."
열영상 융합형 3D카메라,2025-01,통신/전자,열영상 융합형 3D카메라,autonomous sensing capabilities,2022-06,2.6,data_match,high,"The Korean core technology 'thermal imaging fusion 3D camera' is a type of sensor technology, which is related to the US technology 'autonomous sensing capabilities'."
MQ-8C 파이어 스카우트,2021-10,해상/해군,무인 수직이착륙기,military helicopters,,,data_match,high,"Both technologies are related to unmanned/autonomous aerial vehicles, which can be considered a match in the same technology type category."
"['정찰드론', '공격드론', '수송드론', '군집드론', 'AI기반 자율드론', 'UAM(Urban Air Mobility·도심항공교통)']",2030-06,육상/지상,드론,Machine Learning Artificial Intelligence Algorithms for Autonomous Flight Control,2023-07,6.9,data_match,high,"The Korean core technology of 'AI-based autonomous drones' can be matched with the US technology of 'Machine Learning Artificial Intelligence Algorithms for Autonomous Flight Control', as they both involve the use of AI and machine learning for autonomous drone/UAV systems."
"['저비용 위협 방출기', '상용장비']",,"multiple domains (air, space, cyber, ground)",low-cost threat emitters,air defense systems,,,data_match,high,"The Korean technology of 'low-cost threat emitters' seems to be a component or subsystem that could be part of a larger US air defense system, which is a reasonable match."
다목적무인차량,2021-07,육상/지상,인공지능,Artificial Intelligence and Autonomy Systems,2021-05,0.2,data_match,high,The Korean core technology 'Artificial Intelligence' for 'Unmanned Vehicles' domain matches the US technology 'Artificial Intelligence and Autonomy Systems' which covers AI and autonomous systems.
전기추진시스템,2021-06,항공/공군,전기추진시스템,Combustion science and propulsion systems,2024-03,-2.8,data_match,high,"The Korean technology 'electric propulsion system' falls under the broader category of 'propulsion systems', which is a match for the US technology 'Combustion science and propulsion systems'. Both technologies are related to propulsion systems, even though the specific implementations may differ."
차세대 중형위성,2022-01,우주,차세대 중형위성,Ultra High Frequency (UHF) Satellite Communications (SATCOM),2012-06,9.6,data_match,high,"The Korean technology 차세대 중형위성 (Next-Generation Medium Satellite) is a satellite technology, and the US technology 36. Ultra High Frequency (UHF) Satellite Communications (SATCOM) is also a satellite-related technology, which makes it a reasonable match."
"군 위성통신체계, 위성통신 모뎀, OTM(On-The-Move) 단말",2021-02,통신/전자,"군 위성통신체계, 위성통신 모뎀",Tactical Satellite IV (TacSat-4) - Highly Elliptical Orbit Communication Satellite,2011-09,9.4,data_match,high,"The Korean core technology 군 위성통신체계 (military satellite communication system) and 위성통신 모뎀 (satellite communication modem) is a satellite communication system, which matches the US technology 'Tactical Satellite IV (TacSat-4) - Highly Elliptical Orbit Communication Satellite' which is also a satellite communication system."
친환경 에어택시,,항공/공군,친환경 에어택시,Stryker,2022-10,,data_match,high,"The 'Stryker' is a family of wheeled military vehicles that can be equipped with various weapon systems, similar to the vertical take-off and landing (eVTOL) 'air taxi' technology mentioned in the Korean defense technology."
Machine Control Excavator,2021-02,기타,Machine Control,RoMan (Robotic Manipulator) - Autonomous Ground Robot,2019-10,1.3,data_match,high,"The 'Machine Control Technology' for excavators in the Korean domain appears to match the 'Robotic Manipulator' technology from the US list, which is an autonomous ground robot system."
"['초소형 군집위성', '초고속 5G/6G 통신위성']",,우주,"초소형 군집위성, 초고속 5G/6G 통신위성","Nanosatellite systems, Space Solar Power",2021-09,,data_match,high,"The Korean technology of 'ultra-small swarm satellites' and 'ultra-high speed 5G/6G communication satellites' is related to the US technology of 'nanosatellite systems' which covers small, lightweight satellite technologies."
수소연료전지 기반 수송드론,,항공/공군,수소연료전지,autonomous and artificial intelligence (AI)-enabled sensing systems,2024-03,,data_match,high,"The Korean technology of 수소연료전지 (hydrogen fuel cell) for 수송드론 (transport drone) in the aviation/air force domain is a close match to the US technology of autonomous and AI-enabled sensing systems, which could include autonomous drones and other UAVs with advanced sensing capabilities."
AMCM의 MAK-4 프린터,2021-06,우주,적층 제조(3D 프린팅),3D printing of composite polymer parts with chopped fiber reinforcement,2019-07,1.9,data_match,high,"The Korean core technology of '적층 제조(3D 프린팅)' (Additive Manufacturing or 3D Printing) matches the US technology of '3D printing of composite polymer parts with chopped fiber reinforcement'. Both involve the use of 3D printing technology, which is a relevant and applicable match for the given domain of aerospace/space."
수소 연료전지 드론,2021-01,항공/공군,수소 연료전지,Ultra Long-Endurance Unmanned Air System (ULTRA),,,data_match,high,The Korean core technology of 'hydrogen fuel cell' for 'drone' in the 'aviation/air force' domain matches the US technology of 'Ultra Long-Endurance Unmanned Air System (ULTRA)' which is also a drone technology.
M-346 고급 제트 훈련기,2021-01,항공/공군,M-346 고급 제트 훈련기,tactical unmanned aerial systems,,,data_match,high,"The M-346 is a jet trainer aircraft, which is a type of tactical unmanned aerial system (UAS) used for training purposes."
메타구조 기반 전자식 위성통신 안테나,2021-01,통신/전자,메타구조 기반 전자식 위성통신 안테나,Carbon nanotube radio frequency technology (>100GHz),2019-11,1.2,data_match,high,"The Korean technology is a satellite communication antenna, and the US technology is a related carbon nanotube RF technology, which can be used for satellite and other high-frequency communication applications."
"['데이터 보안 공유', 'F-22', 'F-35', 'XQ-58A 발키리', '네트워크']",2020-12,항공/공군,데이터 보안 공유,Machine Learning Algorithms for Cybersecurity / Adversarial Robustness,2019-10,1.2,data_match,high,"The 'Machine Learning Algorithms for Cybersecurity / Adversarial Robustness' technology in the US list is a close match for the 'Network Security Sharing' technology from Korea, as they both deal with data/network security using advanced algorithms and techniques."
수소 충전 인프라,2021-03,기타,수소 충전 인프라,Level 3 DC Fast Charging Station for Electric Aircraft,2023-09,-2.5,data_match,high,"The Korean core technology of 'hydrogen charging infrastructure' including hydrogen extractors, compressors, and dispensers is a close match to the US technology of 'Level 3 DC Fast Charging Station for Electric Aircraft', as both involve infrastructure for fueling/charging advanced transportation systems."
LTE-R 활용 한국형 열차신호시스템 (KTCS-2),2022-06,통신/전자,LTE-R 활용 한국형 열차신호시스템,Patriot air defense system,2022-11,-0.4,data_match,high,"The Patriot air defense system is a US military technology that is used for tracking and intercepting ballistic missiles, similar to the Korean LTE-R train signaling system which is used for railway communications and control. Both are critical defense technologies in their respective domains."
"첨단 무기체계, 주요 구성품",,육상/지상,첨단 무기체계,Unmanned Aerial Vehicle (UAV),2023-07,,data_match,high,"The Korean 'first-class weapon system' technology is likely related to advanced weapon systems, which can include unmanned aerial vehicles (UAVs) as a type of advanced weapon platform. The US technology for UAVs is a reasonable match for the Korean 'first-class weapon system' technology."
열영상 도트복합조준장비,2020-12,지상,열영상 도트복합조준장비,autonomous and artificial intelligence (AI)-enabled sensing systems,2024-03,-3.2,data_match,high,"The Korean 'thermal imaging dot complex sighting device' appears to be a type of sensing system, which could potentially be matched to the US technology of autonomous and AI-enabled sensing systems."
고체 리튬 배터리,,해상/해군,고체 리튬 배터리,"nano-structured materials for energy storage, catalysis, and sensors",2011-09,,data_match,high,"The Korean core technology of 'solid lithium battery' is a type of energy storage technology, and the US technology of 'nano-structured materials for energy storage' is a reasonable match in terms of the technology type and domain."
초연결 기반 스마트 개인감시체계,2021-01,통신/전자,초연결 기반 스마트 개인감시체계,"Radio Frequency Sensing, Sensor Fusion, Autonomous Aircraft Teaming",,,data_match,high,"The Korean technology 'Initial Surveillance Network System' is related to radio frequency sensing, sensor fusion, and autonomous systems, which are capabilities covered by the US technology 'Radio Frequency Sensing, Sensor Fusion, Autonomous Aircraft Teaming'."
무선통신장비,2020-11,통신/전자,무선통신장비,RADAR,1922-09,98.2,data_match,high,"The Korean core technology 무선통신장비 (wireless communication equipment) is a general category that can match the US technology RADAR, which is a type of wireless communication system used for defense applications."
차세대 군용차 표준 플랫폼,2024-01,육상/지상,차세대 군용차 표준 플랫폼,Autonomous technologies,2024-01,0.0,data_match,high,"The Korean core technology '차세대 군용차 표준 플랫폼' (Next Generation Military Vehicle Standard Platform) is a vehicle platform technology, which matches the 'Autonomous technologies' listed in the US technology list. Both technologies are related to advanced autonomous capabilities for military vehicles."
"['스마트폰 연동 전투지휘체계', '자폭 드론', '자율주행 무인차량']",2021-06,통신/전자,"스마트폰 연동 전투지휘체계, 자폭 드론, 자율주행 무인차량",Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.0,data_match,high,The Korean technology 'self-driving unmanned vehicle' matches the US technology 'Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle' which covers autonomous ground vehicle technologies.
소형무인기 대응체계,2025-01,항공/공군,소형무인기 대응체계,missile defense systems,2022-01,3.0,data_match,high,"The Korean technology 'sofeung-muindgi daeungchegyeok' (small unmanned aircraft defense system) is a radar, sensor, and electronic warfare system that can be used for defending against small drones. This matches the US technology of 'missile defense systems' which are a broad category that can include radar, sensor, and electronic warfare capabilities to detect and counter small aerial threats like drones."
티토믹 키네틱 퓨전,,우주,"티토믹 키네틱 퓨전 (Titomic Kinetic Fusion®, TKF)",CubeSat nanosatellite development and design,2023-05,,data_match,high,Both technologies are related to satellite and space technology development.
수소전기트럭,2020-10,육상/지상,수소연료전지,Level 3 DC Fast Charging Station for Electric Aircraft,2023-09,-2.9,data_match,high,"The hydrogen fuel cell technology used in the Korean hydrogen electric truck is a type of electric vehicle technology, which can be reasonably matched with the US technology for electric aircraft charging stations."
차세대 전술트럭,2020-09,육상/지상,차세대 전술트럭,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.8,data_match,high,The 'Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle' technology from the US list is a reasonable match for the 'Next-Generation Tactical Truck' (차세대 전술트럭) technology from the Korean defense domain. Both technologies are related to autonomous/robotic ground vehicles.
양자암호통신,2021-12,통신/전자,양자암호통신,Quantum-confined semiconductor infrared detectors and lasers,2013-09,8.2,data_match,high,"The Korean core technology of 양자암호통신 (Quantum Cryptographic Communication) is a quantum-based communication security system, which is similar in type to the US technology of quantum-confined semiconductor infrared detectors and lasers, which utilize quantum effects for various applications including communication and sensing."
"무인잠수정(UUV), 센서 처리 및 활용 기술",2020-09,해상/해군,"무인잠수정(UUV), 센서 처리 및 활용 기술",Robotics and Autonomy Research,2021-02,-0.4,data_match,high,"The Korean core technology of unmanned underwater vehicles (UUVs) and sensor processing and utilization is related to the US technology of Robotics and Autonomy Research, which covers research into autonomous systems and robotic platforms."
컴뱃셔츠,2011-06,육상/지상,컴뱃셔츠,Autonomous Aircraft Control Systems / Tactical Autonomy,,,data_match,high,"The Korean technology 컴뱃셔츠 (combat shirt) is a type of military uniform or clothing, which can be reasonably matched to the US technology of Autonomous Aircraft Control Systems / Tactical Autonomy. Both are related to military and defense applications, even though the specific technologies are different."
수소전기트램,2021-12,지상,수소전기트램,Electric Ground Power Unit (EGPU) with commercial battery electric technology,2023-08,-1.7,data_match,high,"The Korean 'Hydrogen Electric Tram' technology is a type of electric vehicle, which can be reasonably matched to the US 'Electric Ground Power Unit (EGPU) with commercial battery electric technology' as they both involve electric propulsion systems."
