chunk_id,clean_summary
712,"['성을 더욱 자극할 수 있다는 점을 유념할 필요가 있음. ○ 대북메시지와 관련하여 북한의 저속한 메시지에 저속하게 대응하는 것은 군정의 영역으로 넘길 필요가 있음. ○ 북한의 의도된 심리전에 휘말리지 말고 적의 도발에는 반 드시 3축 체계를 가용하고 한미동맹의 확장억제 체제를 통해 대북 억제 능력과 태세를 더욱 강화할 필요가 있음. ○ 군이 북한에 대해서 대응하는 것과 관련하여 정부 성향을 고려하지 말고 올바른 대북 개념을 갖고 있어야 하고, 적 의 도발이 있을 때에는 자위권적 차원에서 적극적으로 대 응하고 조치하도록 할 필요가 있음. - 47 - 분 야 감 사 실 시 내 용 ○ 북측의 대남통지문 통보시 유엔사 통보와 관련하여 유엔 사령부 통보와 합동참모의장의 보고 시점 간 차이가 발생 하므로, 신속한 보고가 될 수 있도록 시스템을 정비할 필 요가 있음. ○ 미국 정책연구원에서 발간한 보고서에 전쟁 시나리오를 두 가지 제시하고 있는데 이에 대하여 철저하게 준비하고 대비할 필요가 있음. ○ 북한의 오물·쓰레기 풍선에 대한 무력화 방안으로 드론 을 활용하는 방안을 검토할 필요가 있음. ○ 합동참모본부는 전쟁의 억제에 우선순위를 두는 것이 기 본임무인 점을 확실히 할 필요가 있음. ○ 북한의 핵·WMD 고도화와 관련하여 위기관리가 필요한 시점인데, 대북전단 및 오물풍선에 대해서도 위기관리 측 면에서 고려가 필요함. ○ 전쟁을 잊어버리면 나라가 위험해진다는 점을 합동참모의 장과 장병들 모두 명심할 필요가 있음. ○ 대북전단 살포와 관련하여 항공안전법에 따라 승인절차가 준수되도록 할 필요가 있음. ○ 북한에서 오물풍선을 지속적으로 날린다면 경제적으로 부 담이 될 것으로 판단됨. ○ 미국과 한국의 안정적인 외교·군사적 채널이 없는 것도 하나의 전쟁 발발 가능성의 요소로 판단됨. ○ 오물풍선을 근본적으로 막을 수 있는 것은 대화를 통한 상호 간의 통제라고 생각됨. ○ 대북전단 문제와 관련하여 민·관·군 통합방위체제 하에 서 국토교통부 및 지방자치단체와 협의 테이블을 마련해 - 48 - 분 야 감 사 실 시 내 용 이를 효과적으로 통제하고 조율할 필요가 있음. ○ 북한이 러시아제 수송기를 공중조기경보기로 개조 중이라 는 것과 관련하여 북한의 운영능력 및 우리에의 위협 등 을 파악할 필요가 있음. ○ 오물풍선에 대해서 군사행위 여부에 대한 판단이 필요하 고 이에 대한 군사적 대응 및 무력충돌의 우려가 있음을 명심할 필요가 있음.']"
713,"['○ 대북확성기 설치장소가 GOP일대인지, 비무장지대 인지 확인해서 보고 바람. ○ 오물풍선에 대한 원점타격 시 규모에 따라 전투, 전쟁이 발발할 가능성이 있는 점을 명심하기 바람. ○ 오물풍선에 대한 국민들의 불편과 불안을 해소하기 위해 통합방위협의회를 활성화하여 국가방위요소를 통합하는 노력이 필요함. ○ 평양 상공에서 벌어졌던 무인기를 통한 대북전단 살포와 관련하여 국방위원들에게 성실히 보고하기 바람. ○ 북한의 오물풍선 살포 시 포획 드론을 적극 활용하기 바 람. ○ 북한이 적국이라는 점에서 한강 하구 해도 전달이 누구와 무엇을 위한 조치였는지, 합동참모본부가 진단해 볼 필요 가 있음. ○ 우리 시민단체의 대북전단 풍선 미승인 비행은 과태료 부 과 대상임에도 불구하고, 관할 부대가 이를 11차례 보고 받고도 신고하지 않은 것은 법률에 명시된 의무를 방기한 행위일 뿐만 아니라, 정전협정 관리에도 영향을 미치는 행위로 보임. - 49 - 분 야 감 사 실 시 내 용 ○ 500개 가량의 국가중요시설 중 안티 드론 체계가 설치된 시설이 6% 미만임. 드론 대비를 위해 안티 드론 체계 설 치율을 높일 필요가 있음. ○ 평양에 나타난 무인기의 출처를 전략적 모호성에 숨어서 밝히지 않는 것은 부적절해 보임. ○ 민간인 출입통제선의 북상을 합동참모본부에서 다시 검토 해주기를 바람. ○ 수도권 방어를 위해서 고고도에 대해서는 취약한 상황이 므로, 이에 대비한 전력화 작업을 속도를 높일 필요가 있 음. ○ 북한의 생물학 무기 고도화와 관련하여, 먼저 북한의 기술 수준과 생화학 무기 위협에 대한 정확한 평가가 필요함. 아울러 군 차원의 생물학 무기 분석을 강화하고, 장기적 으로는 백신 개발 수준에 도달할 수 있는 역량 고도화 방 안을 마련할 필요가 있음. ○ 北 생화학 공격 대비 생존성 향상을 위한 물자 확보에 있 어서, 업체 생산능력과 예산상 한계 등을 고려하여 우선 순위에 따른 보급이 필요함. ○ 군 부대 드론 불법 침입이 해마다 증가하는 추세인데, 이 는 각 군의 보안성과 불법 드론에 대한 대응이 부실하다 는 것을 의미함. ○ 북한 등 주변국으로부터의 인지전 위협이 상존하는 상황 에 대한 위협 평가와 사이버작전사령부의 대응 역량 강화 방안을 마련하기 바람. ○ 드론작전사령부는 북한의 핵심표적에 대한‘센서 투 슈터 합동성 강화 (Sensor to Shooter : 탐지 및 정밀타격)’로써 전략적‧ 및 조직운영']"
714,"['작전적 임무수행을 운영 개념으로 하고 있으며,‘센서 투 - 50 - 분 야 감 사 실 시 내 용 슈터’로서 가장 선행되어야 하는 것이 탐지 능력이라고 생각함. ○ 과학화 경계체계 구축이 10년 전부터 이어져 현재 미비점 을 보완하는 단계에 있기 때문에 병력을 줄일 여건이 마 련되었다는 의견이 있고, 여기에 AI·드론·로봇 등 첨단 기술을 접목시켜 국방부 차원의 병력 절약을 시도할 필요 가 있음. ○ 합동참모의장을 미국과 같이 비통제형으로 군령을 보좌· 자문하는 기구로 만들고, 합동군사령부가 전반적으로 전·평시를 지휘하며 독자적으로 임무를 수행할 수 있는 시스템을 구축할 필요가 있음. ○ 군 병력 규모는 줄어드는 추세이나 합동참모본부 산하에 서 2개의 사령부가 새로 창설되며 장성 수는 증가하고 있 음. ○ 드론작전사령부의 원거리 데이터링크 기반 소형 드론들이 조기에 전력화될 수 있도록 노력할 필요가 있음. ○ 대테러 기관단총과 관련하여 육군 특전사와 합동참모본부 제출자료가 상이한 문제가 있으므로 공문서 위조 등 조사 가 필요하고 사용실태를 점검하며, 사업담당자의 전역 후 납품업체 취업, 특전사 실무자 전출 등에 대한 진상조사 가 필요함. ○ 국방부와 합동참모본부간 대러·대중 전략 주안점의 근본 적인 요소가 달라지고 있다고 보이므로 소통을 강화할 필 요가 있음. ○ 사이버 전문인력의 임관율이 저조하므로 이를 개선할 필 요가 있음. ○ 군부대 민간 드론의 침입 사건에 대한 대책을 마련할 필 - 51 - 분 야 감 사 실 시 내 용 요가 있음. ○ 합동참모본부 이전 예산을 방위력개선비가 아닌 일반회계 로 추진하는 것에 대해 질의함. ○ 합동참모본부의 육사비율 조정 및 주요 보직 제한 등의 방안을 마련할 필요가 있음. ○ 전략사령부의 순환보직 문제에 대해 국군조직법 개정, 예 산배정 등이 먼저 이루어지도록 할 필요가 있음. ○ 댓글요원의 진급에 대한 실상 파악, 책임자 엄벌 및 재발 방지대책 마련이 필요함. ○ 직할부대 방문 및 점검 등 부대관리 매뉴얼을 마련할 필 요가 있음. ○ 국군의 사기진작 방안으로 국군의 날 행사보다 동명부대 등 파병부대에 대한 특별한 지원 대책을 마련하는 것이 더 필요해 보임. ○ 전략사령부는 옥상옥 구조를 만듦으로써 지휘체계의 혼선 을 가져온다는 한계가 있음. ○ 전략사령부 등의 신설로 인하여 야전 부대의 인력이 부족 하여 운영상의 문제점 등이 발생하였음.']"
715,"['○ 전략사령부 신설은 국군의 지휘체계의 복잡성 측면에서 부적절하며, 전략사령부령 제4조와 국군조직법과 충돌되 는 부분들이 있음. ○ 중·러 등 한반도 주변 4강의 공군력에 대해 KADIZ는 국가안보를 지키는 최소한의 보호 수단이자 국민의 생존 과도 직결된 문제기 때문에 효과적인 방안을 모색할 필요 가 있음. ○ 중·러의 연례적 KADIZ 진입이 향후 한반도 및 동북아시 - 52 - 분 야 감 사 실 시 내 용 아의 군사적 긴장을 고조시킬 수 있다는 우려가 있음. 이 에 대한 합참의 장기적 대응 전략 및 예방적 조치가 필요 함. ○ 중국과는 2021년 개정된 ｢한·중 해·공군 직통전화 양 해각서｣에 따른 직통전화 개통을 통해, 러시아와는 ｢대한 민국 정부와 러시아연방 정부 간의 위험한 군사행동방지 협정｣에 의한 외교채널을 통해 위기를 관리할 수 있다고 보임. ○ 드론작전사령부는 탐지·추적 자산과 안티드론 자산이 없 을 뿐만 아니라, 현재 기준으로 소요 제기도 이루어지지 않은 상황임. 사령부 창설 이후에야 작전 교범과 소요가 제기되는 등 문제점이 있으므로, 이에 대한 개편 조치를 검토하고 개선 방안을 보고하기 바람. ○ 미국이 북한에 대한 공격을 할 경우, 반드시 우리의 동의 가 있어야 하는 점을 명확히 할 필요가 있음. ○ 전작권의 전환과 관련하여 컨디션 베이스에 따라 추진되 고 있는데, 전환시기에 대한 구체적인 시기에 대해 질의 함. ○ 전작권 전환 추진이 진척이 없는 문제에 대해 질의함. 한미동맹 및 ○ 전작권 전환 관련 대한민국 안보를 위해 가장 좋은 방법 전작권 전환 을 선택할 필요가 있음. ○ 전작권 이양문제와 관련하여 연합체제를 우리가 우선해서 갖도록 하여 명분과 국민적 자존심을 확보하는 것이 필요 함. ○ 전시에 대한민국의 모든 인적·물적 자산을 총동원하여 국가 역량을 결집하고 전쟁에서 승리하기 위해, 합동참모 의장이 전작권을 가져야 한다고 판단됨. - 53 - 분 야 감 사 실 시 내 용 ○ 우리 군의 책임성과 전략적인 자율성 확보 공간이 필요하 고 전시작전권 환수를 위한 준비를 제대로 할 필요가 있 음. ○ 한 국가 혼자 안보를 지킬 수 없는 점과 미국도 동맹을 맺고 있는 점을 고려할 필요가 있음. ○ 전작권이 환수되더라도 한미동맹이 깨지는 것은 아님. ○ 북한에 대한 미국의 폭격이 우리 정부의 동의 없이 가능 한지에 대해 한미 지휘체계를 중심으로 보고하기 바람.']"
716,"['○ 감사원 감사가 진행 중인 GP불능화와 관련해서 합동참모 의장이 책임감을 가지고 감사에 응하고 대변할 필요가 있 음. ○ 독도를 분쟁 지역화하는 것은 일본의 목적임을 명심하고, 일본의 도발은 강력하게 대응해야 하나, 한미일 군사협력 차원에서의 일본과의 협력은 계속 유지할 필요가 있음. ○ GP 파괴 검증단의 문서와 영상을 비밀 해제하여 공개함 으로써 국민들이 직접 판단할 수 있도록 하는 방안을 검 토할 필요가 있음. 기타 ○ 민통선 조정이 2007년 이후로 조정이 되지 않고 있는데, 민통선 조정에 대한 지자체(강원도)의 요구에 대해 검토 할 필요가 있음. ○ 2023년 10월 경 북한 목선 귀순과 관련하여 귀순경로가 근해인 점을 고려하여 경계작전에 문제가 없는지 검토할 필요가 있음. ○ 서해 공무원 피살 사건 관련 국방부, 합동참모본부에 대한 외압 여부에 대한 보고가 필요함. ○ 인·태지역 수송로에 대한 기지화 또는 임차에 대한 연구 - 54 - 분 야 감 사 실 시 내 용 가 필요함. ○ 해수부 공무원 피살사건 관련 정치권에 휘둘리지 않고 진 실이 규명되게 할 필요가 있음. ○ 합동참모본부 청사 신축 사업의 공사 과정에서 국가 기밀 등 보안사항이 유출될 가능성에 대비한 대책과 방위력개 선비로 건설된 현재의 합동참모본부 청사와 일반회계로 건설될 신축 청사의 세부 절차를 비교하여 자료를 제출하 기 바람. ○ 헬기예비작전기지의 경사도 조정에 대해 합리적 근거가 없는 바, 민간공항에도 ｢공항시설법｣과 그 하위법령에 예 외조항을 마련해두고 있는 만큼 군이 합리적인 개정 방향 을 모색해서 보고하기 바람. ○ 접경지역 주민들의 민간인 출입통제선 북상 요구를 합동 참모본부가 적극 수용해 예하부대에 검토를 지시할 필요 가 있고, 강원 접경지역 5개 지방자치단체가 건의한 사항 에 대해 각 건의 건별로 조정 가능 여부를 검토하여 보고 하기 바람. ○ 피아식별 방안으로 피아식별띠 대신 접착 테이프를 사용 하는 방안을 적극 검토하기 바람. - 55 - 3. 병 무 청 분 야 감 사 실 시 내 용 ○ 감사원이 지적한 대로 현역복무부적합 판정을 받아 병역의 무가 감면된 사람에 대하여 사실조사나 확인신체검사 시행 이 필요함. ○ 정신질환 관련 사회복무·현역복무 부적응자 다수 발생에 대응하기 위하여 정신질환 검사 체계 강화가 필요함. ○ 장기대기 사유로 전시근로역으로 처분받는 인원에 대하여 대체 인력으로 활용하는 방안 마련이 필요함.']"
717,"['○ 영주권자 중 자진 입대 인원에 대한 인센티브 제공 방안 마련이 필요함. ○ 병역명문가 예우 시설, 혜택 사항 재확인 및 정비가 필요 함. ○ 외국 국적 취득에 따른 국적상실자 병역 면탈 의혹 행위에 병역자원 및 대하여 대책 마련이 필요함. 입영동원 ○ 병역판정검사 오류 근절을 위하여 재확인 점검 등 대책 마 련이 필요함. ○ 정신질환 사유 병역 면탈 행위 방지를 위한 시설 및 인력 확보가 필요함. ○ 의대생의 현역병 지원, 공중보건의 편입률 저조 현상에 대 한 종합적인 대책 마련이 필요함. ○ 정신질환 관련 검사를 강화하여 입대 후 부적응으로 인한 귀가자 최소화 및 군대 내 자살자 발생이 없도록 대책 수 립이 필요함. ○ 병력동원훈련 시 적소특기자 비율을 높혀 동원 태세에 만 전을 기할 필요가 있음. - 56 - 분 야 감 사 실 시 내 용 ○ 정당한 사유 없이 허가 기간 내 미 귀국자 등 해외여행허 가 위반자에 대한 실질적인 형사처벌이 내려질 수 있도록 제도개선이 필요함. ○ 고의 마약 투약을 이용한 병역면탈 행위 방지 대책 마련이 필요함. ○ 병역면탈 행위에 대하여 사법 당국의 처벌 수준이 낮은 것 에 대한 대책 마련이 필요함. ○ 병력자원 부족에 따른 병력 수급 문제 해결을 위한 대책 강구가 필요함. ○ 부정확한 신체등급 판정 처분이 없도록 관련자 엄중 처벌 및 재발 방지 대책 마련이 필요함. ○ 폐지된 군 가산점 제도 재도입 필요성에 대한 검토가 필요 함. ○ 현재의 군 복무기간 연장 방안 논의가 필요함. ○ 대한민국 국민인 탈북민에 대한 병역 의무 부과 방안 검토 가 필요함. ○ 병역판정검사 시 경계성지능인에 대한 정확한 판정을 위하 여 인력 및 시스템을 보강할 필요가 있음. ○ 일정 기간 병역 의무를 이행한 외국인에 대하여 국적 부여 방안 검토가 필요함. ○ 지방자치단체 전시업무 담당자에 대한 전시임무교육 강화 방안 마련이 필요함. ○ 입대가 확정된 인원에 대하여 체격 측정을 사전에 실시하 여 입영 시 바로 군복을 지급할 필요가 있음. ○ 병역면탈 행위로 실형을 선고 받은 인원에 대하여 군 입대 방안 마련이 필요함. - 57 - 분 야 감 사 실 시 내 용 ○ 여군예비군의 동원지정 대상자 일괄 제외 문제 검토가 필 요함. ○ 병적별도 관리대상자 장기대기 사유 병역 면제 증가 현상 원인 분석이 필요함. ○ 사이버상 병역면탈 조장 정보 게시 행위에 대한 단속 강화 및 수사 역량 강화가 필요함.']"
718,"['○ 저출산으로 인한 병역자원 감소 대응 방안 마련이 필요함. ○ 생화학분석기 교체에 따른 병역 처분 오류 발생에 대한 후 속 대응 조치 마련이 필요함. ○ 불필요한 뇌간유발검사 장비 도입 문제 해결을 위한 후속 조치 마련이 필요함. ○ 입영판정검사 시 마약류 검사를 철저히 시행하여 군내 마 약류 유입 방지 대책 마련이 필요함. ○ 다문화가정 병사에 대한 입대 전 맞춤형 상담·사전 멘토 링 프로그램 등을 통해 군 복무 적응을 돕는 방안을 마련 할 필요가 있음. ○ 병역판정검사 정확도와 관련하여, 병무청장은 병역판정검 사 등급 세분화 등에 대해 구체적인 검토 내용과 향후 군 과의 소통 일정 등 계획안 제출이 필요함. ○ 병무청이 기획 및 검토하고 있는 병역면탈 처벌 강화를 위 한 대책 등 구체적인 계획안 제출이 필요함. ○ 해외 영주권자의 자진 입영을 확대하기 위해 병무청이 고 려하고 있는 추가 혜택 계획과, 병역의무를 완료한 영주권 자에게 복수국적 부여 제안에 대한 병무청 입장 및 관련 자료 제출이 필요함. ○ 우울장애 관련 심신장애 정도 평가의 기준을 더 명확히 하 - 58 - 분 야 감 사 실 시 내 용 기 위한 검토가 필요함. ○ 최근 발생한 대리입영 사건에 대해 병무청장과 장관은 국 민께 사과하고 재발방지 대책 마련이 필요함. ○ 한국어 구사가 가능한 외국인 자원 모병을 통해 부족한 병 력 자원 감소 문제를 해결할 필요가 있음. ○ 동원미지정 예비군 훈련자에 대해서도 훈련보상비 지급이 필요함. ○ 탈북자들에 대해 일정 기간 우리 사회 적응기간을 부여하 고, 대한민국 국민으로서 병역의 의무를 이행할 수 있는 방안을 검토할 필요가 있음. ○ 미국뿐만 아니라 세계 각국이 병역자원 감소에 대비하여 외국인 입대관련 법ㆍ제도를 운용ㆍ도입하는 만큼 우리 군 에 적용 가능한 제도를 검토·보고가 필요함. ○ 재판에서 실형 비율이 낮다는 것은 범죄자들에게 병역면탈 범죄에 유인책이 될 수도 있기에, 이를 방지하기 위해 병 역면탈자에 대한 처벌 강화가 필요함. ○ 병역면탈 피제보자에 대한 악질 신고·허위 신고가 많아 수사력이 약화되는 것이라면, 이에 대한 처벌 규정을 더욱 강화하여 이러한 신고가 발생하는 것을 방지해야 함. ○ 군 입대가 특정시기에 몰리는 현상을 완화하기 위한 대책 마련이 필요하고, 불필요한 군입대 가산점을 줄여 입대 준 비를 위한 부담 완화 방안을 검토할 필요가 있음.']"
719,"['○ 국군 상비 병력과 부사관 전력 숫자가 감소하는 추세이며, 이는 출산율 감소와 연결되어 기존 대책으로 해결이 어려 운 상황임. 미국의 외국인 모병 프로그램 ‘MAVNI’와 같은 방안을 통해 병력 자원 문제를 대처할 필요가 있음. - 59 - 분 야 감 사 실 시 내 용 ○ 승선근무예비역 배정업체인 해운사의 과실로 인한 배정 인원 감소 조치가 오히려 승선근무예비역들에게 불이익으로 전가 되고 있어, 제도적 보완과 실질적인 대책 마련이 필요함. ○ 대구경북청의 병역판정검사 과실과 사건 은폐, 담당자 솜 방망이 처분에 대한 지적과 이에 대한 관련자 엄중 처벌과 재발방지 대책 마련이 필요함. ○ 예술요원의 경우 선정 기준에 있어 형평성 문제가 발생하 므로, 화관문화훈장 이상의 수훈자에 한해 예술요원을 편 입하는 것으로 규정을 명확히 할 필요성이 있음. ○ 사회복무요원의 범죄 발생 건수 폭증 및 성범죄 비중 증가 에 대한 정책적 대안을 마련해야 함. ○ 장기대기 사유 사회복무요원 전시근로역 처분 증가 문제 및 이로 인한 예비전력 감소 문제 해결이 필요함. ○ 사회복무요원 장병내일준비적금 가입율 제고 방안 마련이 필요함. 사회복무요원 ○ 사회복무요원 구의원 겸직 등 정치 활동에 대하여 대법원 및 판례를 참고하여 제도개선이 필요함. 산업기능요원 ○ 사회복무요원의 근무시간 외 이탈행위 근절을 위한 대책 등 마련이 필요함. ○ 국방부 등과 TF팀을 구성하여 사회복무요원, 병역특례 제 도 등 보충역 제도에 대한 전면적인 재검토가 필요함. ○ 예술·체육요원 병역 면제 제도 재검토가 필요함. ○ 사회복무요원 군 비전투 요원으로 활용 가능성 검토가 필 요함. ○ 사회복무요원 이탈행위 방지를 위한 대책 마련이 필요함. ○ 사회복무요원 마약·성범죄 근절을 위한 복무 관리 강화 - 60 - 분 야 감 사 실 시 내 용 방안 마련이 필요함. ○ 서울지방병무청 이전 등 현안 문제에 대하여 군·민간 대 화가 필요함. 기 타 ○ 지방청 시간선택제 공무원 결원 존재시, 수시로 본인 의사 를 파악하여 근무시간 확대를 시행하는 것이 필요함. - 61 - 4. 방위사업청 분 야 감 사 실 시 내 용 ◌ 방산업체가 수행하는 국방기술개발 협약사업의 규모에 맞 게 예산 확보 필요 ◌ 현무-5와 같이 세계 최고 수준의 기술력을 확보할 수 있 는 놀라운 성과가 나오면 그에 걸맞는 적절한 포상도 함 께 실시할 필요']"
720,"['◌ 방위사업청 청사 신축사업 감리계약 체결 지연으로 사업 이 늦어질 것으로 예상되는데, 이에 대한 원인과 대책 필 요 ◌ 국방부가 추진하고 있는 국방R&D 기능의 국방부로의 이 관에 대한 질의와 문제점 지적 ◌ 무기체계 연구개발을 제외한 모든 핵심역량, 국방과학연구 소·국방기술진흥연구소 감독, 핵심·전용기술 개발, 신속 조직·인사 연구· 부품국산화개발 등의 국방부로의 이관에 관한 방 및 조정 위사업청의 입장에 질의 ◌ 국방기술연구개발과 무기체계연구개발이 분리될 수 있는 지에 대한 질의와 우려 ◌ 국방 R&D 추진체계 개편 TF에서 R&D 예산을 국방부가 가져가는 것으로 논의하고 있는데 방위사업청에서는 이를 좀 더 신중히 검토할 필요 ◌ 국방 관련 R&D는 최상위 기관에서 조정·통제하여 체계 적으로 종합될 수 있도록 할 필요 ◌ 방산수출 기능을 수행하는 국방기술보호국과 방산육성 핵 심인 연구개발 기능을 이관하면 방위사업청이 방산수출전 문기관으로서 제 역할을 할 수 있는지에 대한 우려 ◌ 전세계적으로 무인기 전력 증강 흐름에 역행하여, 무인기 - 62 - 분 야 감 사 실 시 내 용 관련 예산을 삭감하고 핵심 사업을 중단하는 것에 대한 해명 필요 ◌ 방위사업청 조직이 유인체계와 무인체계 사업조직이 서로 분리되어 있는 상황에서 유무인복합체계를 구현하는 데 있어 사업조직 간 불필요한 행정소요가 발생하므로 개선 방안 필요 ◌ 무인복합체계를 적시에 구현하고 신속한 무인전투체계 전 환을 위해 이에 적합한 사업조직으로 조정\x9e개편하는 방안 검토 필요 ◌ 국방신속획득기술연구원 관련 감사가 진행되는 동안 원장 과 기조실장을 관련 직무에서 배제하고 방위사업청 자체 감사로 증명하기 어려운 부분에 대해서는 감사원 감사청 구를 검토해 그 결과를 보고하기 바람 ◌ 국방신속획득기술연구원장이 한국화생방학회 회장이어서 직원들을 학회 등에 강제로 참석시키는 등 폐해가 있으므 로 현재 진행중인 감사를 철저히 수행할 필요 ◌ 방위산업정보시스템의 역할과 기능, 기대효과와 목표를 구 체적으로 제시할 필요 ◌ KF-21 부품별 및 완제품 국산화율에 관해 현재 달성된 국산화율과 목표치를 달성하기 위해 방위사업청이 추진 중인 과제 등을 구체적으로 보고하기 바람 ◌ 방위사업청(장성 4명보직) 공무원:군인 비율 고려, 고위직 장성급 군인 정원 조정 필요 ◌ 국방기술개발 협약사업에 대해 ① 착·중도금에 대한 이']"
721,"['자 납입, ② 연구개발비 상시점검, ③ 주관기관외 참여기 획득기획 관 개별 협약 및 연구개발비 직접 지급을 요구하는 것에 대한 질의 - 63 - 분 야 감 사 실 시 내 용 ◌ 방위력개선사업으로 소요가 결정된 무기체계의 사업추진 방법을 결정하기 위해 선행연구 조사․분석 수행기간 단축 필요 ◌ 선행연구를 하기 위해 방산업체에 다양한 기술자료를 요 구(RFI: request for information, 자료의뢰서)하고 있는 데 그 법적 근거에 대한 질의 ◌ 방산업체는 선행연구를 위한 자료 제출를 위해 많은 박사 급 등 인력과 비용이 투입되는데, 이에 대한 비용은 국가 또는 연구기관이 지불하는 것이 타당하므로 그 비용지불 방안 강구 필요 ◌ 선행연구 요청항목 대부분이 비밀로 분류된 소요결정 문 서이기 때문에 요청자와 작성자 간 보안 위배 가능성이 항상 있으므로 이에 대한 개선방안 필요 ◌ 방산업체 제출자료에 대한 환류체계가 없기 때문에 방산 업체는 적극적인 투자의지를 상실할 수 밖에 없음. 선행 연구의 기술적 타당성 등을 방산업체와 공유하면 방산업 체의 R&D 투자방향을 설정할 수 있기 때문에 서로 윈윈 (win-win)할 수 있음. 선행연구 시 기업과 연구결과를 공유하는 환류체계를 검토할 필요 ◌ K13기관단총 사용자불만 후속조치 검증사격 관련 사격절 차에 대한 내용과 매뉴얼 준수 여부 등을 검토하여 객관 적인 재검증이 될 수 있도록 조치 필요 ◌ 사업타당성 추진상황, 예산 및 법적 근거 마련을 위한 건 의사항을 보고할 필요 ◌ 현재 국방우주개발 사업은 방위사업법상 방위력개선사업 과 우주개발진흥법상 우주개발에 해당하여 혼선 및 과도 한 행정 소요가 발생하고 있다는 지적 - 64 - 분 야 감 사 실 시 내 용 ◌ 국가안보상 필요가 있을 경우 우주발사체 발사 허가 권한 을 우주항공청장에서 국방부장관으로 조정 필요성에 대한 검토 필요 ◌ 다부처 사업일 경우는 국가우주개발사업 절차 적용을 위 해 「방위사업법」을 개정해야 하고 군 단독사업일 경우 에도 국가우주위원회 심의를 간소화하기 위해 「우주개발 진흥법」 개정 필요 ◌ 현재 작전운용성능(ROC)에 AI를 적용한 무기체계가 있는 지에 대한 질의 ◌ AI를 작전운용성능(ROC)에 반영한 무기가 완성되면 시험 평가를 실시해야 하는데 시험평가 기준 필요 ◌ AI 관련하여 2020년 12월에 국가 차원의 윤리기준을 정 립했는데, 국방부는 국가윤리기준에 추가하여 별도의 국']"
722,"['방부 윤리기준을 정립할 필요 ◌ AI를 적용한 무기체계는 필요하므로 2028년도에 유무인 복합체계로 나가기 위해서는 AI를 적용한 작전운용성능 (ROC), 시험평가기준, 윤리기준 등을 빨리 정립할 필요 ◌ 무기구입으로 국민의 세금을 사용하기 때문에 무기구입 시 국부유출의 반대급부로 기술이전, 부품수출 등 절충교 역을 고려하여 추진할 필요 ◌ 2011년~2015년 사이 절충교역 획득 가치는 약 80억달 러였는데 2016년~2020년에는 약 8억 달러로 대폭 감소 하였는데 이는 ‘외국 정부와 계약을 체결하여 군수품을 구매하는 경우’에는 절충교역을 추진할 수 아니할 수 있 다고 규정한 「방위사업법 시행령」의 내용에 기인한 것 이므로 이를 시정할 필요 ◌ 절충교역 핵심인 기술이전 이행률은 62%인데, 지연사유 - 65 - 분 야 감 사 실 시 내 용 에 대한 질의 및 지적 ◌ 병력위주로 운용되고 있는 GOP경계체제를 과학화장비를 활용한 감시체제로 전환함으로써 경계작전의 질을 향상시 키고 장병근무 여건을 개선하고자 GOP 과학화경계시스템 을 추진할 필요 ◌ GOP 과학화경계시스템은 ‘국방혁신 4.0 기본계획’에 따라 AI과학기술을 접목한 성능개량을 진행중인데, 치밀 한 사업관리를 통해 전력화에 차질이 없도록 할 필요 ◌ 과학화경계시스템 사업은 시범사업, 1차 사업까지 실시했 던 방위사업청이 주도적으로 추진하여 장기적으로 병력 감소에 대비하여야 할 필요 ◌ 레바논에 수출된 무기는 헤즈볼라로 유출 또는 탈취 우려 가 있으므로 수출에 신중할 필요 ◌ 북한에서 우리측의 무인기가 평양 상공에 침범했다는 발 표가 있었는데, 이에 대한 사실관계 질의 ◌ 리오셀계 탄소섬유 국산화 사업 관련 「방위사업법」 위 반 사건에 대한 진행상황, 조치내용 및 재발 방지대책을 마련할 필요 ◌ 매년 수백개의 품목에 한도액 계약을 체결하면서 방위사 업청과 부품제작사 또는 공급사 모두 효율적으로 업무를 처리할 수 있도록 법령 및 제도개선에 적극 나서서 개선 방안을 마련 필요 ◌ 무기체계 정비를 해외에 의존할 경우, 전시나 비상 상황에 서 신속한 장비복구가 어려워질 위험이 있음. 군의 대비 태세와 무기운용에 미치는 리스크에 대한 질의와 철저한 관리 필요 - 66 - 분 야 감 사 실 시 내 용 ◌ 북한 무인기 대남 침투사례(2022년)을 통해 당시 우리 군의 무인기 대응체계가 총제척으로 난국에 빠져 있다고']"
